-------------------------------------------------------------------------------
Unless stated otherwise, all data in the OATH Dataset is licensed under a
<a href="https://creativecommons.org/licenses/by/4.0/">Creative Commons 4.0 
Attribution License (CC BY 4.0)</a> and the accompanying source code is 
licensed under a <a href="https://opensource.org/licenses/BSD-2-Clause">
BSD-2-Clause License</a>.
In particular, all actual image data included in the tarball are modified from 
the <a href="https://www.nasa.gov/mission_pages/themis/spacecraft/asi.html">
THEMIS all-sky imagers </a>.

We thank H. Frey for giving us permission to include these data.
Copyright for these data remains with NASA.

We acknowledge NASA contract NAS5-02099 and V. Angelopoulos for use of data 
from the THEMIS Mission. Specifically: S. Mende and E. Donovan for use of the
ASI data, the CSA for logistical support in fielding and data retrieval from
the GBO stations, and NSF for support of GIMNAST through grant AGS-1004736.
-------------------------------------------------------------------------------
class2,class6,picNum,picType,rotAng
0,2,00088,discrete,132
0,2,00089,discrete,249
0,2,00090,discrete,186
0,0,00091,arc,261
0,0,00092,arc,099
0,0,00093,arc,036
0,2,00094,discrete,078
0,2,00095,discrete,229
0,2,00096,discrete,003
0,2,00097,discrete,095
0,2,00098,discrete,184
0,2,00099,discrete,167
0,2,00100,discrete,017
0,2,00101,discrete,334
0,2,00102,discrete,031
0,2,00103,discrete,248
0,2,00104,discrete,036
0,2,00105,discrete,288
0,2,00106,discrete,141
0,2,00107,discrete,206
0,2,00108,discrete,279
0,2,00109,discrete,188
0,2,00110,discrete,030
0,2,00111,discrete,064
0,2,00112,discrete,054
0,2,00113,discrete,093
0,2,00114,discrete,249
0,2,00115,discrete,230
0,2,00116,discrete,090
0,2,00117,discrete,027
0,2,00118,discrete,102
0,2,00119,discrete,158
0,2,00120,discrete,346
0,2,00121,discrete,174
0,2,00122,discrete,071
0,2,00123,discrete,211
0,2,00124,discrete,049
0,2,00125,discrete,164
0,2,00126,discrete,133
0,2,00127,discrete,215
0,2,00128,discrete,304
0,2,00129,discrete,091
0,2,00130,discrete,053
0,2,00131,discrete,053
0,2,00132,discrete,199
0,2,00133,discrete,261
0,2,00134,discrete,099
0,2,00135,discrete,036
0,2,00136,discrete,091
0,2,00137,discrete,293
0,2,00138,discrete,240
0,2,00139,discrete,224
0,2,00140,discrete,110
0,2,00141,discrete,341
0,2,00142,discrete,247
0,2,00143,discrete,108
0,2,00144,discrete,163
0,2,00145,discrete,122
0,2,00146,discrete,229
0,2,00147,discrete,270
0,2,00148,discrete,150
0,2,00149,discrete,057
0,2,00150,discrete,105
0,2,00151,discrete,116
0,2,00152,discrete,282
0,2,00153,discrete,283
0,2,00154,discrete,294
0,2,00155,discrete,164
0,2,00156,discrete,079
0,2,00157,discrete,060
0,2,00158,discrete,329
0,2,00159,discrete,222
0,2,00160,discrete,298
0,2,00161,discrete,110
0,2,00162,discrete,211
0,2,00163,discrete,358
0,2,00164,discrete,257
0,2,00165,discrete,318
0,2,00166,discrete,149
0,2,00167,discrete,349
0,2,00168,discrete,023
0,2,00169,discrete,333
0,2,00170,discrete,187
0,2,00171,discrete,161
0,2,00172,discrete,088
0,2,00173,discrete,206
0,2,00174,discrete,178
0,1,00175,diffuse,003
0,1,00176,diffuse,095
0,1,00177,diffuse,184
0,1,00178,diffuse,167
0,1,00179,diffuse,017
0,1,00180,diffuse,334
0,1,00181,diffuse,031
0,1,00182,diffuse,248
0,1,00183,diffuse,036
0,1,00184,diffuse,288
0,1,00185,diffuse,141
0,1,00186,diffuse,206
0,1,00187,diffuse,279
0,1,00188,diffuse,188
0,1,00189,diffuse,030
0,1,00190,diffuse,064
0,1,00191,diffuse,054
0,1,00192,diffuse,093
0,1,00193,diffuse,249
0,1,00194,diffuse,230
0,1,00195,diffuse,090
0,1,00196,diffuse,027
0,1,00197,diffuse,102
0,1,00198,diffuse,158
0,1,00199,diffuse,346
0,1,00200,diffuse,174
0,1,00201,diffuse,071
0,1,00202,diffuse,211
0,1,00203,diffuse,049
0,1,00204,diffuse,164
0,1,00205,diffuse,133
0,1,00206,diffuse,215
1,5,00207,noaurora,355
1,5,00208,noaurora,024
1,5,00209,noaurora,112
1,5,00210,noaurora,106
1,5,00211,noaurora,221
1,5,00212,noaurora,246
1,5,00213,noaurora,075
1,5,00214,noaurora,105
1,5,00215,noaurora,326
1,5,00216,noaurora,173
1,5,00217,noaurora,132
1,5,00218,noaurora,249
1,5,00219,noaurora,186
1,5,00220,noaurora,078
1,5,00221,noaurora,229
1,5,00222,noaurora,003
1,5,00223,noaurora,095
1,5,00224,noaurora,184
1,5,00225,noaurora,167
1,5,00226,noaurora,017
1,5,00227,noaurora,334
1,5,00228,noaurora,031
1,5,00229,noaurora,248
1,5,00230,noaurora,036
1,5,00231,noaurora,288
1,5,00232,noaurora,141
1,5,00233,noaurora,206
1,5,00234,noaurora,279
1,5,00235,noaurora,188
1,5,00236,noaurora,030
1,5,00237,noaurora,064
1,5,00238,noaurora,054
1,5,00239,noaurora,093
1,5,00240,noaurora,249
1,5,00241,noaurora,230
1,5,00242,noaurora,090
1,5,00243,noaurora,027
1,5,00244,noaurora,102
1,5,00245,noaurora,158
1,5,00246,noaurora,346
1,5,00247,noaurora,174
1,5,00248,noaurora,071
1,5,00249,noaurora,211
1,5,00250,noaurora,049
1,5,00251,noaurora,164
1,5,00252,noaurora,133
1,5,00253,noaurora,215
1,5,00254,noaurora,304
1,5,00255,noaurora,091
1,5,00256,noaurora,053
1,5,00257,noaurora,053
1,5,00258,noaurora,199
1,5,00259,noaurora,261
1,5,00260,noaurora,099
1,5,00261,noaurora,036
1,5,00262,noaurora,091
1,5,00263,noaurora,293
1,5,00264,noaurora,240
1,5,00265,noaurora,224
1,5,00266,noaurora,110
1,5,00267,noaurora,341
1,5,00268,noaurora,247
1,5,00269,noaurora,108
1,5,00270,noaurora,163
1,5,00271,noaurora,122
1,5,00272,noaurora,229
1,5,00273,noaurora,270
1,5,00274,noaurora,150
1,5,00275,noaurora,057
1,5,00276,noaurora,105
1,5,00277,noaurora,116
1,5,00278,noaurora,282
1,5,00279,noaurora,283
1,5,00280,noaurora,294
1,5,00281,noaurora,164
1,5,00282,noaurora,079
1,5,00283,noaurora,060
1,5,00284,noaurora,329
1,5,00285,noaurora,222
1,5,00286,noaurora,298
1,5,00287,noaurora,110
0,1,00288,diffuse,304
0,1,00289,diffuse,091
0,1,00290,diffuse,053
0,1,00291,diffuse,053
0,1,00292,diffuse,199
0,1,00293,diffuse,261
0,1,00294,diffuse,099
0,1,00295,diffuse,036
0,1,00296,diffuse,091
0,1,00297,diffuse,293
0,1,00298,diffuse,240
0,1,00299,diffuse,224
0,1,00300,diffuse,110
0,1,00301,diffuse,341
0,1,00302,diffuse,247
0,1,00303,diffuse,108
0,1,00304,diffuse,163
0,1,00305,diffuse,122
0,1,00306,diffuse,229
0,1,00307,diffuse,270
0,1,00308,diffuse,150
0,1,00309,diffuse,057
0,1,00310,diffuse,105
0,1,00311,diffuse,116
0,1,00312,diffuse,282
0,1,00313,diffuse,283
0,1,00314,diffuse,294
0,0,00315,arc,091
0,0,00316,arc,293
0,0,00317,arc,240
0,0,00318,arc,224
0,0,00319,arc,110
0,0,00320,arc,341
0,0,00321,arc,247
0,0,00322,arc,108
0,0,00323,arc,163
0,0,00324,arc,122
0,0,00325,arc,229
0,0,00326,arc,270
0,0,00327,arc,150
0,0,00328,arc,057
0,0,00329,arc,105
0,0,00330,arc,116
0,0,00331,arc,282
0,0,00332,arc,283
0,0,00333,arc,294
0,0,00334,arc,164
0,0,00335,arc,079
0,0,00336,arc,060
0,0,00337,arc,329
0,2,00338,discrete,340
0,2,00339,discrete,330
0,2,00340,discrete,195
0,2,00341,discrete,086
0,2,00342,discrete,273
0,2,00343,discrete,159
0,2,00344,discrete,287
0,2,00345,discrete,043
0,2,00346,discrete,229
0,2,00347,discrete,102
0,2,00348,discrete,096
0,2,00349,discrete,024
0,2,00350,discrete,028
0,2,00351,discrete,113
0,2,00352,discrete,134
0,2,00353,discrete,214
0,2,00354,discrete,096
0,2,00355,discrete,099
0,2,00356,discrete,078
0,2,00357,discrete,156
0,2,00358,discrete,005
0,2,00359,discrete,314
0,2,00360,discrete,157
0,2,00361,discrete,263
0,2,00362,discrete,084
0,2,00363,discrete,175
0,2,00364,discrete,260
0,2,00365,discrete,256
0,2,00366,discrete,316
0,1,00367,diffuse,164
0,1,00368,diffuse,079
0,1,00369,diffuse,060
0,1,00370,diffuse,329
0,1,00371,diffuse,222
0,1,00372,diffuse,298
0,1,00373,diffuse,110
0,1,00374,diffuse,211
0,1,00375,diffuse,358
1,5,00376,noaurora,211
1,5,00377,noaurora,358
1,5,00378,noaurora,257
1,5,00379,noaurora,318
1,5,00380,noaurora,149
1,5,00381,noaurora,349
1,5,00382,noaurora,023
1,5,00383,noaurora,333
1,5,00384,noaurora,187
1,5,00385,noaurora,161
1,5,00386,noaurora,088
1,5,00387,noaurora,206
1,5,00388,noaurora,178
1,5,00389,noaurora,340
1,5,00390,noaurora,330
1,5,00391,noaurora,195
1,5,00392,noaurora,086
0,1,00393,diffuse,257
0,1,00394,diffuse,318
0,1,00395,diffuse,149
0,1,00396,diffuse,349
0,1,00397,diffuse,023
0,1,00398,diffuse,333
0,1,00399,diffuse,187
0,1,00400,diffuse,161
0,1,00401,diffuse,088
0,1,00402,diffuse,206
0,1,00403,diffuse,178
0,1,00404,diffuse,340
0,1,00405,diffuse,330
0,1,00406,diffuse,195
0,1,00407,diffuse,086
0,1,00408,diffuse,273
0,1,00409,diffuse,159
0,1,00410,diffuse,287
0,1,00411,diffuse,043
0,1,00412,diffuse,229
0,1,00413,diffuse,102
0,1,00414,diffuse,096
0,1,00415,diffuse,024
0,1,00416,diffuse,028
0,1,00417,diffuse,113
0,1,00418,diffuse,134
0,1,00419,diffuse,214
0,1,00420,diffuse,096
0,1,00421,diffuse,099
0,1,00422,diffuse,078
0,1,00423,diffuse,156
0,1,00424,diffuse,005
0,1,00425,diffuse,314
0,1,00426,diffuse,157
0,1,00427,diffuse,263
0,1,00428,diffuse,084
0,1,00429,diffuse,175
0,0,00430,arc,222
0,0,00431,arc,298
0,0,00432,arc,110
0,0,00433,arc,211
0,0,00434,arc,358
0,0,00435,arc,257
0,0,00436,arc,318
0,0,00437,arc,149
0,0,00438,arc,349
0,0,00439,arc,023
0,0,00440,arc,333
0,0,00441,arc,187
0,0,00442,arc,161
0,0,00443,arc,088
0,0,00444,arc,206
0,0,00445,arc,178
0,0,00446,arc,340
0,0,00447,arc,330
0,0,00448,arc,195
0,0,00449,arc,086
0,0,00450,arc,273
0,0,00451,arc,159
0,0,00452,arc,287
0,2,00453,discrete,179
0,2,00454,discrete,040
0,2,00455,discrete,007
0,2,00456,discrete,039
0,2,00457,discrete,153
0,2,00458,discrete,338
0,1,00459,diffuse,260
0,1,00460,diffuse,256
0,1,00461,diffuse,316
0,1,00462,diffuse,179
0,1,00463,diffuse,040
0,1,00464,diffuse,007
0,1,00465,diffuse,039
0,1,00466,diffuse,153
0,1,00467,diffuse,338
0,1,00468,diffuse,039
0,2,00469,discrete,039
0,2,00470,discrete,033
0,2,00471,discrete,150
0,2,00472,discrete,234
0,0,00473,arc,043
0,2,00474,discrete,132
0,2,00475,discrete,241
0,2,00476,discrete,083
0,2,00477,discrete,250
0,2,00478,discrete,050
0,2,00479,discrete,074
0,2,00480,discrete,146
0,2,00481,discrete,043
0,2,00482,discrete,214
0,2,00483,discrete,289
0,2,00484,discrete,074
0,2,00485,discrete,211
0,2,00486,discrete,271
0,2,00487,discrete,158
0,0,00488,arc,229
0,0,00489,arc,102
0,0,00490,arc,096
0,0,00491,arc,024
0,0,00492,arc,028
0,0,00493,arc,113
0,0,00494,arc,134
0,0,00495,arc,214
0,2,00496,discrete,282
0,2,00497,discrete,031
0,2,00498,discrete,265
0,2,00499,discrete,213
0,2,00500,discrete,121
0,2,00501,discrete,105
0,2,00502,discrete,322
0,2,00503,discrete,022
0,2,00504,discrete,132
0,2,00505,discrete,072
0,2,00506,discrete,183
0,2,00507,discrete,175
0,2,00508,discrete,111
0,2,00509,discrete,077
0,2,00510,discrete,266
0,2,00511,discrete,135
0,2,00512,discrete,240
0,2,00513,discrete,262
0,2,00514,discrete,019
0,2,00515,discrete,066
0,2,00516,discrete,240
0,2,00517,discrete,252
0,2,00518,discrete,330
0,2,00519,discrete,306
0,2,00520,discrete,178
0,2,00521,discrete,077
0,2,00522,discrete,319
0,2,00523,discrete,304
0,2,00524,discrete,339
0,2,00525,discrete,236
0,2,00526,discrete,011
0,2,00527,discrete,024
0,2,00528,discrete,136
0,2,00529,discrete,008
0,2,00530,discrete,116
0,2,00531,discrete,105
0,2,00532,discrete,114
0,1,00533,diffuse,033
0,1,00534,diffuse,150
0,1,00535,diffuse,234
0,1,00536,diffuse,132
0,1,00537,diffuse,241
0,1,00538,diffuse,083
0,1,00539,diffuse,250
1,5,00540,noaurora,273
1,5,00541,noaurora,159
1,5,00542,noaurora,287
1,5,00543,noaurora,043
1,5,00544,noaurora,229
1,5,00545,noaurora,102
1,5,00546,noaurora,096
1,5,00547,noaurora,024
1,5,00548,noaurora,028
1,5,00549,noaurora,113
1,5,00550,noaurora,134
1,5,00551,noaurora,214
1,5,00552,noaurora,096
1,5,00553,noaurora,099
1,5,00554,noaurora,078
1,5,00555,noaurora,156
1,5,00556,noaurora,005
1,5,00557,noaurora,314
1,5,00558,noaurora,157
1,5,00559,noaurora,263
1,5,00560,noaurora,084
1,5,00561,noaurora,175
1,5,00562,noaurora,260
1,5,00563,noaurora,256
1,5,00564,noaurora,316
1,5,00565,noaurora,179
1,5,00566,noaurora,040
1,5,00567,noaurora,007
1,4,00568,moon,029
1,4,00569,moon,355
1,4,00570,moon,024
1,4,00571,moon,112
1,4,00572,moon,106
1,4,00573,moon,221
1,4,00574,moon,246
1,4,00575,moon,075
1,4,00576,moon,105
1,4,00577,moon,326
1,4,00578,moon,173
1,4,00579,moon,132
1,4,00580,moon,249
1,4,00581,moon,186
1,4,00582,moon,078
1,4,00583,moon,229
1,4,00584,moon,003
1,4,00585,moon,095
1,4,00586,moon,184
1,4,00587,moon,167
1,4,00588,moon,017
1,4,00589,moon,334
1,4,00590,moon,031
1,4,00591,moon,248
1,4,00592,moon,036
1,4,00593,moon,288
1,4,00594,moon,141
1,4,00595,moon,206
1,5,00596,noaurora,039
1,5,00597,noaurora,153
1,5,00598,noaurora,338
1,5,00599,noaurora,039
1,5,00600,noaurora,033
1,5,00601,noaurora,150
1,5,00602,noaurora,234
1,5,00603,noaurora,132
1,5,00604,noaurora,241
1,5,00605,noaurora,083
1,5,00606,noaurora,250
1,5,00607,noaurora,050
1,5,00608,noaurora,074
1,5,00609,noaurora,146
1,5,00610,noaurora,043
1,5,00611,noaurora,214
1,5,00612,noaurora,289
1,5,00613,noaurora,074
1,5,00614,noaurora,211
1,5,00615,noaurora,271
1,5,00616,noaurora,158
1,5,00617,noaurora,282
1,5,00618,noaurora,031
1,5,00619,noaurora,265
1,5,00620,noaurora,213
1,5,00621,noaurora,121
1,5,00622,noaurora,105
1,5,00623,noaurora,322
1,5,00624,noaurora,022
1,5,00625,noaurora,132
1,5,00626,noaurora,072
1,5,00627,noaurora,183
1,5,00628,noaurora,175
1,5,00629,noaurora,111
1,5,00630,noaurora,077
1,5,00631,noaurora,266
1,5,00632,noaurora,135
1,5,00633,noaurora,240
1,5,00634,noaurora,262
1,5,00635,noaurora,019
1,5,00636,noaurora,066
1,5,00637,noaurora,240
1,5,00638,noaurora,252
1,5,00639,noaurora,330
1,5,00640,noaurora,306
1,5,00641,noaurora,178
1,5,00642,noaurora,077
1,5,00643,noaurora,319
1,5,00644,noaurora,304
1,5,00645,noaurora,339
1,5,00646,noaurora,236
1,5,00647,noaurora,011
1,5,00648,noaurora,024
1,5,00649,noaurora,136
1,5,00650,noaurora,008
1,5,00651,noaurora,116
0,2,00652,discrete,245
0,2,00653,discrete,090
0,2,00654,discrete,122
0,2,00655,discrete,293
0,2,00656,discrete,272
0,2,00657,discrete,313
0,2,00658,discrete,343
0,2,00659,discrete,294
0,2,00660,discrete,131
0,2,00661,discrete,057
0,2,00662,discrete,332
0,2,00663,discrete,325
0,2,00664,discrete,172
0,2,00665,discrete,128
0,2,00666,discrete,335
0,2,00667,discrete,086
0,2,00668,discrete,194
0,2,00669,discrete,060
0,2,00670,discrete,212
0,2,00671,discrete,063
0,2,00672,discrete,349
0,2,00673,discrete,142
0,2,00674,discrete,252
0,2,00675,discrete,301
0,2,00676,discrete,231
0,2,00677,discrete,275
0,2,00678,discrete,113
0,2,00679,discrete,207
0,2,00680,discrete,201
0,2,00681,discrete,280
0,2,00682,discrete,278
0,2,00683,discrete,318
0,2,00684,discrete,323
0,2,00685,discrete,240
0,2,00686,discrete,149
0,2,00687,discrete,090
0,2,00688,discrete,066
0,2,00689,discrete,290
0,2,00690,discrete,136
0,2,00691,discrete,315
0,2,00692,discrete,126
0,2,00693,discrete,167
0,2,00694,discrete,291
0,2,00695,discrete,255
0,2,00696,discrete,311
0,2,00697,discrete,151
0,2,00698,discrete,271
0,2,00699,discrete,038
0,2,00700,discrete,248
0,2,00701,discrete,008
0,2,00702,discrete,211
0,0,00703,arc,096
0,0,00704,arc,099
0,0,00705,arc,078
0,0,00706,arc,156
0,0,00707,arc,005
0,0,00708,arc,314
0,0,00709,arc,157
0,0,00710,arc,263
0,1,00711,diffuse,050
0,1,00712,diffuse,074
0,1,00713,diffuse,146
0,1,00714,diffuse,043
0,1,00715,diffuse,214
0,1,00716,diffuse,289
0,1,00717,diffuse,074
0,1,00718,diffuse,211
0,1,00719,diffuse,271
0,1,00720,diffuse,158
0,1,00721,diffuse,282
0,2,00722,discrete,231
1,4,00723,moon,279
1,4,00724,moon,188
1,4,00725,moon,030
1,4,00726,moon,064
1,4,00727,moon,054
1,4,00728,moon,093
1,4,00729,moon,249
1,4,00730,moon,230
1,4,00731,moon,090
1,4,00732,moon,027
1,4,00733,moon,102
1,4,00734,moon,158
1,4,00735,moon,346
1,4,00736,moon,174
1,4,00737,moon,071
1,4,00738,moon,211
1,4,00739,moon,049
1,4,00740,moon,164
1,4,00741,moon,133
1,4,00742,moon,215
1,4,00743,moon,304
1,4,00744,moon,091
1,4,00745,moon,053
1,4,00746,moon,053
1,4,00747,moon,199
1,4,00748,moon,261
1,4,00749,moon,099
1,4,00750,moon,036
1,3,00751,cloudy,055
1,3,00752,cloudy,012
1,3,00753,cloudy,334
1,3,00754,cloudy,029
1,3,00755,cloudy,355
1,3,00756,cloudy,024
1,3,00757,cloudy,112
1,3,00758,cloudy,106
1,3,00759,cloudy,221
1,3,00760,cloudy,246
1,3,00761,cloudy,075
1,3,00762,cloudy,105
1,3,00763,cloudy,326
1,3,00764,cloudy,173
1,3,00765,cloudy,132
1,3,00766,cloudy,249
1,3,00767,cloudy,186
1,3,00768,cloudy,078
1,3,00769,cloudy,229
1,3,00770,cloudy,003
1,3,00771,cloudy,095
1,3,00772,cloudy,184
1,3,00773,cloudy,167
1,3,00774,cloudy,017
1,3,00775,cloudy,334
1,3,00776,cloudy,031
1,3,00777,cloudy,248
1,3,00778,cloudy,036
0,1,00779,diffuse,031
0,1,00780,diffuse,265
0,1,00781,diffuse,213
0,1,00782,diffuse,121
0,1,00783,diffuse,105
0,1,00784,diffuse,322
0,1,00785,diffuse,022
0,1,00786,diffuse,132
0,1,00787,diffuse,072
0,1,00788,diffuse,183
0,1,00789,diffuse,175
0,1,00790,diffuse,111
0,1,00791,diffuse,077
0,1,00792,diffuse,266
0,1,00793,diffuse,135
0,1,00794,diffuse,240
0,1,00795,diffuse,262
0,1,00796,diffuse,019
0,1,00797,diffuse,066
0,1,00798,diffuse,240
0,1,00799,diffuse,252
0,1,00800,diffuse,330
0,1,00801,diffuse,306
0,1,00802,diffuse,178
0,1,00803,diffuse,077
0,1,00804,diffuse,319
0,1,00805,diffuse,304
0,1,00806,diffuse,339
0,1,00807,diffuse,236
0,1,00808,diffuse,011
0,1,00809,diffuse,024
0,1,00810,diffuse,136
0,1,00811,diffuse,008
0,1,00812,diffuse,116
0,1,00813,diffuse,105
0,1,00814,diffuse,114
0,1,00815,diffuse,245
0,1,00816,diffuse,090
0,1,00817,diffuse,122
0,1,00818,diffuse,293
0,1,00819,diffuse,272
0,1,00820,diffuse,313
0,1,00821,diffuse,343
0,1,00822,diffuse,294
0,1,00823,diffuse,131
0,1,00824,diffuse,057
0,1,00825,diffuse,332
0,1,00826,diffuse,325
0,1,00827,diffuse,172
0,1,00828,diffuse,128
0,1,00829,diffuse,335
0,1,00830,diffuse,086
0,1,00831,diffuse,194
0,1,00832,diffuse,060
0,1,00833,diffuse,212
0,1,00834,diffuse,063
0,1,00835,diffuse,349
0,1,00836,diffuse,142
1,4,00837,moon,091
1,4,00838,moon,293
1,4,00839,moon,240
1,4,00840,moon,224
1,4,00841,moon,110
1,4,00842,moon,341
1,4,00843,moon,247
1,4,00844,moon,108
1,4,00845,moon,163
1,4,00846,moon,122
1,4,00847,moon,229
1,4,00848,moon,270
1,4,00849,moon,150
1,4,00850,moon,057
1,4,00851,moon,105
1,4,00852,moon,116
1,4,00853,moon,282
1,4,00854,moon,283
1,4,00855,moon,294
1,4,00856,moon,164
1,4,00857,moon,079
1,4,00858,moon,060
1,4,00859,moon,329
1,4,00860,moon,222
1,4,00861,moon,298
1,4,00862,moon,110
1,4,00863,moon,211
1,4,00864,moon,358
1,5,00865,noaurora,105
1,5,00866,noaurora,114
1,5,00867,noaurora,245
1,5,00868,noaurora,090
0,2,00869,discrete,018
1,5,00870,noaurora,122
1,5,00871,noaurora,293
0,0,00872,arc,084
0,0,00873,arc,175
0,0,00874,arc,260
0,0,00875,arc,256
0,0,00876,arc,316
0,0,00877,arc,179
0,0,00878,arc,040
0,0,00879,arc,007
0,0,00880,arc,039
0,0,00881,arc,153
0,0,00882,arc,338
0,0,00883,arc,039
0,0,00884,arc,033
0,0,00885,arc,150
0,0,00886,arc,234
0,0,00887,arc,132
0,0,00888,arc,241
0,2,00889,discrete,114
0,2,00890,discrete,004
0,2,00891,discrete,247
0,2,00892,discrete,077
0,2,00893,discrete,333
0,2,00894,discrete,011
0,2,00895,discrete,289
0,2,00896,discrete,004
0,2,00897,discrete,311
0,2,00898,discrete,235
0,2,00899,discrete,188
0,2,00900,discrete,306
0,2,00901,discrete,200
0,2,00902,discrete,128
0,2,00903,discrete,168
0,2,00904,discrete,351
0,2,00905,discrete,218
0,2,00906,discrete,130
0,0,00907,arc,083
0,0,00908,arc,250
0,0,00909,arc,050
0,0,00910,arc,074
0,2,00911,discrete,163
0,2,00912,discrete,332
0,2,00913,discrete,028
0,2,00914,discrete,104
0,2,00915,discrete,034
0,2,00916,discrete,330
0,2,00917,discrete,076
0,2,00918,discrete,342
0,2,00919,discrete,249
0,2,00920,discrete,075
0,2,00921,discrete,033
0,2,00922,discrete,008
0,2,00923,discrete,291
0,2,00924,discrete,306
0,2,00925,discrete,305
0,2,00926,discrete,006
0,2,00927,discrete,118
0,2,00928,discrete,272
1,5,00929,noaurora,272
1,5,00930,noaurora,313
1,5,00931,noaurora,343
1,5,00932,noaurora,294
1,5,00933,noaurora,131
1,5,00934,noaurora,057
0,2,00935,discrete,201
1,5,00936,noaurora,332
1,5,00937,noaurora,325
1,5,00938,noaurora,172
1,5,00939,noaurora,128
1,5,00940,noaurora,335
1,5,00941,noaurora,086
1,5,00942,noaurora,194
1,5,00943,noaurora,060
1,5,00944,noaurora,212
1,5,00945,noaurora,063
1,5,00946,noaurora,349
1,5,00947,noaurora,142
1,5,00948,noaurora,252
1,5,00949,noaurora,301
1,5,00950,noaurora,231
1,5,00951,noaurora,275
1,5,00952,noaurora,113
1,5,00953,noaurora,207
1,5,00954,noaurora,201
1,5,00955,noaurora,280
1,5,00956,noaurora,278
1,5,00957,noaurora,318
1,5,00958,noaurora,323
1,5,00959,noaurora,240
1,5,00960,noaurora,149
1,5,00961,noaurora,090
1,5,00962,noaurora,066
1,5,00963,noaurora,290
1,4,00964,moon,257
1,4,00965,moon,318
1,4,00966,moon,149
1,4,00967,moon,349
1,4,00968,moon,023
1,4,00969,moon,333
1,4,00970,moon,187
1,4,00971,moon,161
1,4,00972,moon,088
1,4,00973,moon,206
1,4,00974,moon,178
1,4,00975,moon,340
1,4,00976,moon,330
1,4,00977,moon,195
1,4,00978,moon,086
1,4,00979,moon,273
1,4,00980,moon,159
1,4,00981,moon,287
1,4,00982,moon,043
1,4,00983,moon,229
1,4,00984,moon,102
1,4,00985,moon,096
1,4,00986,moon,024
1,4,00987,moon,028
1,4,00988,moon,113
1,4,00989,moon,134
1,4,00990,moon,214
1,4,00991,moon,096
1,3,00992,cloudy,288
1,3,00993,cloudy,141
1,3,00994,cloudy,206
1,3,00995,cloudy,279
